Match #,Robot,Team #,Mobility,aL4,aL3,aL2,aL1,aProcessor,aNet,tL4,tL3,tL2,tL1,tProcessor,tNet,Disabled,Deep,Shallow,Park,Algae Removal,Offense,Defense,Accuracy,Comments,Mistake box,Index,"Team, index",Match index,Disable,Mobility,Deep,Shallow,Park,Removal,Offense,Defense,Accuracy
9,B3,1481,TRUE,1,0,0,0,0,0,1,3,2,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,Auto attempts to score algae in barge but fails,,1,"1481,1","9,B3",0,1,1,0,0,1,2,x,2
9,R1,9032,TRUE,1,0,0,0,0,1,1,2,1,0,0,4,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,successful auto. got an algae stuck in it and couldn't score for a while but got it out. robot seemed a bit lost for a while. removed algae only to score,,1,"9032,1","9,R1",0,1,0,0,1,1,3,x,3
9,R2,1678,TRUE,3,0,0,0,0,0,4,7,7,1,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Fast, accurate. Fast climb. Missed one algae in net",,1,"1678,1","9,R2",0,1,1,0,0,1,3,x,3
9,R3,900,TRUE,1,0,0,0,0,0,2,3,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,1,"Missed a l4 in auto and didnt have time to score a 3rd, missed over half their coral shots",,1,"900,1","9,R3",0,1,0,0,0,0,2,x,1
10,B1,179,TRUE,0,0,0,0,0,0,3,4,4,4,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,x,x,x,They were doing great all levels great algae but then disabled,,1,"179,1","10,B1",1,1,0,0,0,1,x,x,x
10,B2,1731,TRUE,1,0,0,0,0,0,0,2,1,3,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,Auto was also supposed to score an L4 but missed. Missed L4 3 times. Missed L1 3 times.,,1,"1731,1","10,B2",0,1,1,0,0,1,2,x,2
10,B3,8738,TRUE,0,0,0,0,0,0,4,1,3,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,x,Really good intake.,,1,"8738,1","10,B3",0,1,0,0,1,0,x,x,x
10,R1,9301,TRUE,0,0,0,1,0,0,0,0,0,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,3,got disabled a little before end. successful auto. kind of slow.,,1,"9301,1","10,R1",0,1,0,0,0,0,2,x,3
10,R2,10698,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,1,x,1,Slow. Struggled to intake. Coral fell out a few times.,,1,"10698,1","10,R2",0,1,0,0,1,1,1,x,1
10,R3,8808,TRUE,2,0,0,0,0,0,7,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,1,"Missed multiple l4 shots and drove very slow without purpose, almost got stuck on reef trying to score l4",,1,"8808,1","10,R3",0,1,0,0,0,1,2,x,1
11,B1,3255,TRUE,0,0,0,1,0,0,2,3,0,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,x,x,2,They had good on all levels just need to slow down for accurac,,1,"3255,1","11,B1",0,1,1,0,0,1,x,x,2
11,B2,7525,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,3,x,Looked like it was struggling to start moving the first few seconds but then when it started to move it played very good defense. Greatly effected opposite alliance robot,,1,"7525,1","11,B2",0,1,0,0,1,0,x,3,x
11,B3,9432,TRUE,3,0,0,0,0,0,6,2,0,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,2,"Seems like a good bit in general. Quick cycle time and can remove algae, then put the algae in the net",,1,"9432,1","11,B3",0,1,1,0,0,1,3,x,2
11,R1,2648,TRUE,1,0,0,0,0,0,2,6,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,sucessful auto. got defended but played well. went to barge immediatly when endgame started. removed algae only to score.,,1,"2648,1","11,R1",0,1,1,0,0,1,3,x,3
11,R2,2630,TRUE,3,0,0,0,0,0,5,2,0,0,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Very fast. Missed one coral in 4.5 coral auto. Fast intake. Fast algae throw into net,,1,"2630,1","11,R2",0,1,1,0,0,1,3,x,3
11,R3,3891,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,1,x,"Auto drove into walk then stopped, defense was just sitting there for most of match",,1,"3891,1","11,R3",0,1,0,0,1,0,x,1,x
12,B1,5968,TRUE,0,0,0,0,0,0,2,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,They tried a lot and missy ed they can go to all levels but are slow,,1,"5968,1","12,B1",0,1,0,0,1,0,x,x,2
12,B2,537,TRUE,0,0,0,0,0,0,3,3,4,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,2,x,3,It looked like auto was supposed to get more because it was just moving the elevator without moving at the start.,,1,"537,1","12,B2",0,1,1,0,0,0,2,x,3
12,B3,226,TRUE,3,0,0,0,0,0,0,3,4,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,1,Only went for lower levels. May be for the ranking point or the elevator could be broken,,1,"226,1","12,B3",0,1,1,0,0,1,2,x,1
12,R1,3284,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,1,x,1,failed 1 coral 1 net. missed a net shot and then struggled to get it into the processor before giving up and getting stuck on an algae and struggling to get off and needing help. then they scored a single L1 before failing to deep-climb. removed one algae in an attempt to score.,,1,"3284,1","12,R1",0,1,0,0,1,1,1,x,1
12,R2,2129,TRUE,0,0,0,0,0,0,6,3,2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,3,Very slow in auto. Overall kind of slow. Very accurate,,1,"2129,1","12,R2",0,1,0,0,0,0,2,x,3
12,R3,494,TRUE,2,0,0,0,0,0,2,5,4,0,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,"Got in teammates way a couple times, drove very slow, the elevator shakes a lot while scoring l4",,1,"494,1","12,R3",0,1,1,0,0,1,2,x,2
13,B1,1369,TRUE,1,0,0,0,0,1,0,0,0,1,2,4,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,2,"Mostly work on algae, sometimes takes time to grab algae. Algae work better than coral, couldnt aim well in coral and also takes time on getting coral",,1,"1369,1","13,B1",0,1,0,0,1,1,2,x,2
13,B2,1671,TRUE,1,0,0,0,0,0,6,3,1,0,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,2,Auto was too fast,,2,"1671,2","13,B2",0,1,0,0,1,1,3,x,2
13,B3,3492,TRUE,0,0,1,0,0,0,0,5,6,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,"Very fast cycle time, number almost came off.",,2,"3492,2","13,B3",0,1,0,0,1,0,x,x,2
13,R1,4500,TRUE,1,0,0,1,0,0,6,6,0,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Minimal misses, pretty decent speeded cycles, auto missed one L4, got the second, and almost got a third. Id say its a pretty good bot.",,1,"4500,1","13,R1",0,1,1,0,0,1,3,x,3
13,R2,2438,TRUE,0,0,0,0,0,0,4,2,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,1,Very inaccurate when scoring L4  Robot cycles pretty fast but often aligns L4 too fast. It missed l4 probably around half the time Their auto failed completely,,1,"2438,1","13,R2",0,1,0,0,1,0,2,x,1
13,R3,6832,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,x,1,Mainly kit bot with a processor only algae intake also got the preloaded coral stuck in the lower portion in auto,,2,"6832,2","13,R3",0,1,0,0,0,0,1,x,1
14,B1,9484,TRUE,0,0,0,0,0,0,3,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,2,x,"Mostly work on coral, but sometimes couldnt hold it well. Go play defense in seconds before end, doing fine.",,2,"9484,2","14,B1",0,1,0,0,1,0,x,2,x
14,B2,6911,TRUE,1,0,0,0,0,2,4,5,1,0,0,2,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,Incredible algae claw,,2,"6911,2","14,B2",0,1,0,0,1,1,3,x,3
14,B3,3792,TRUE,0,0,0,0,0,0,0,0,0,10,4,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,"Did not score in auto, only scores L1 but is very fast and consistent lightweight, fast climb",,2,"3792,2","14,B3",0,1,1,0,0,0,x,x,3
14,R1,10291,TRUE,1,0,0,0,0,0,0,4,1,2,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,"Fast cycles, missed a decent chunk of shots, but it had a ground intake, which allowed it to recover pretty well. Auto could only score one, after that it sorta drove around.",,2,"10291,2","14,R1",0,1,1,0,0,1,2,x,2
14,R2,1833,TRUE,2,0,0,0,0,0,1,3,2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,2,x,2,Wobbly and inconsistent  Robot would often jolt around and it seemed like the drive team wasnt controlling it  Very clean auto though,,2,"1833,2","14,R2",0,1,1,0,0,0,2,x,2
14,R3,4068,TRUE,2,0,0,0,0,0,4,4,4,0,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,Had very fast cycles and was able to clear algae from the reef into the processor,,2,"4068,2","14,R3",0,1,0,0,1,1,3,x,3
15,B1,3256,TRUE,3,0,0,0,0,0,2,4,6,0,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,"Everything smoothly and fast, can work on both coral and algae. Doing well in auto. Climb successfully.",,2,"3256,2","15,B1",0,1,0,0,1,1,3,x,3
15,B2,302,TRUE,3,0,0,0,0,0,2,5,4,0,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,2,Can grab algae while holding coral,,2,"302,2","15,B2",0,1,0,0,1,1,3,x,2
15,B3,4421,TRUE,1,0,0,0,0,0,1,4,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,"Slower cycle time, auto is ment for one L4 and 2 alge.",,2,"4421,2","15,B3",0,1,0,0,1,0,x,x,2
15,R1,1796,TRUE,2,0,0,0,0,0,4,7,3,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Crazy fast and accurate, only missed a few times, but that doesnt matter when they cycle at insane speed with most of not almost all their shots going in, and they scored everywhere but the processor and L1.",,2,"1796,2","15,R1",0,1,1,0,0,1,3,x,3
15,R2,9199,TRUE,0,0,0,0,0,0,1,0,1,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,Auto bugged out and had to get e stopped Missed four L4s  Missed a L3  Algae got stuck in robot and jammed   Their elevator,,2,"9199,2","15,R2",1,1,1,0,0,0,1,1,1
15,R3,78,TRUE,3,0,0,0,0,0,1,4,3,0,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Was very fast with a near 4 coral auto, also had a very quick deep climb",,2,"78,2","15,R3",0,1,1,0,0,1,3,x,3
16,B1,4786,TRUE,1,0,0,0,0,2,3,4,4,0,0,3,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,"Working well in auto, can work on both algae and coral. Move, aiming and getting coral smoothly and fast.",,2,"4786,2","16,B1",0,1,0,0,1,1,3,x,3
16,B2,7034,TRUE,2,0,0,0,0,0,3,3,0,3,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,3,x,2,"Scoring is very effective, occasionally missed in L1. Climbed, but was in contact w another robot",,2,"7034,2","16,B2",0,1,0,0,1,0,3,x,2
16,B3,1425,TRUE,3,0,0,0,0,0,1,4,6,4,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,3,"Very high scoring auto, very fast cycle time",,2,"1425,2","16,B3",0,1,0,0,1,0,x,x,3
16,R1,4607,TRUE,1,0,0,0,0,0,7,2,0,0,0,5,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,3,"It was accurate, but its speed was ok. Alge shots were really good though. I think its a well rounded robot, but a better alge bot for sure.",,2,"4607,2","16,R1",0,1,0,0,1,1,2,x,3
16,R2,9312,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,x,1,Missed L1 very often  Very inconsistent  Intake jammed,,2,"9312,2","16,R2",0,1,1,0,0,0,1,x,1
16,R3,6146,TRUE,0,0,0,0,0,0,2,4,1,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,2,"Missed there auto coral, dropped a coral in tele op and had very slow outtake",,2,"6146,2","16,R3",0,1,0,0,1,0,2,x,2
17,B1,2056,TRUE,5,0,0,0,0,0,2,2,4,6,2,5,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Doing so well in auto, can work on both algae and coral. Do everything fast and smoothly. Can get coral from ground, climb fast and success.",,2,"2056,2","17,B1",0,1,1,0,0,1,3,x,3
17,B2,9280,TRUE,0,0,0,0,0,0,2,4,2,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,2,Auto very slow,,2,"9280,2","17,B2",0,1,0,0,1,0,2,x,2
17,B3,900,TRUE,1,0,0,0,0,0,3,3,5,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,1,"Fast cycle time but not very accurate, non functional three coral auto",,2,"900,2","17,B3",0,1,0,0,1,0,x,x,1
17,R1,6348,TRUE,0,0,0,0,0,0,3,2,1,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,x,3,"Very very very slow, but it can score in upper reef levels.",,2,"6348,2","17,R1",0,1,0,0,1,0,1,x,3
17,R2,2724,TRUE,0,0,0,0,0,0,0,1,1,1,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,1,x,1,Only good for algae processing  Missed almost all coral attempts  Slow and very inconsistent,,2,"2724,2","17,R2",0,1,0,0,1,1,1,x,1
17,R3,1678,TRUE,4,0,0,0,0,0,3,5,8,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,2,Had very fast cycles and could clear the reef but missed its attempts at getting into the net,,2,"1678,2","17,R3",0,1,1,0,0,1,3,x,2
